id,passageId,skillId,questionTypeId,"question","potentialAnswers","correctAnswers",atLeast,difficulty,disabled,"rationale","updatedAt","createdAt",commonCoreId
5978,868,8,1,"Based on details from the text, the guards were most likely __________.","[\"Humans\", \"Dogs\", \"Spiders\", \"Monsters\"]","[\"Monsters\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 18:14:27",107
5979,868,20,1,"Which sentence from the text describes the color of what the guards were wearing?","[\"\\\"The double doors opened.\\\"\", \"\\\"On the other side stood two stiff guards.\\\"\", \"\\\"They both wore silver armor.\\\"\", \"\\\"They both had six legs.\\\"\"]","[\"\\\"They both wore silver armor.\\\"\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 18:30:07",85
5980,871,3,1,"What is this passage about?","[\"A magical rock\", \"The birth of a fairy\", \"The life of a fairy\", \"A rainbow\"]","[\"The birth of a fairy\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 18:34:05",102
5981,871,49,3,"Put the events of the story into the correct order.","[\"The rock changed colors.\", \"The rock split open.\", \"The boys looked inside.\", \"The rock hissed.\", \"The rock began to glow.\", \"The boys jumped back.\"]","[\"The rock began to glow.\", \"The rock changed colors.\", \"The rock hissed.\", \"The rock split open.\", \"The boys jumped back.\", \"The boys looked inside.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 18:37:42",105
5982,871,20,1,"Which sentence from the text includes a detail about sound?","[\"\\\"The rock began to glow.\\\"\", \"\\\"It went blue, then green, then gold.\\\"\", \"\\\"With a faint hiss, it split open.\\\"\", \"\\\"The boys all jumped back.\\\"\", \"\\\"Their eyes were wide.\\\"\", \"\\\"Inside lay one thing: a tiny, winged fairy.\\\"\"]","[\"\\\"With a faint hiss, it split open.\\\"\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 18:39:53",86
5983,871,8,1,"How do you think the boys were feeling?","[\"Angry\", \"Confident\", \"Jealous\", \"Surprised\"]","[\"Surprised\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 18:41:02",103
5984,871,2,1,"What color was the rock when it finally split open?","[\"Blue\", \"Green\", \"Gold\", \"None of the above\"]","[\"Gold\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 18:42:17",85
5985,873,1,1,"What do you think Lupa, Sim, and Tag are about to find out?","[\"That the Troll's Head cave has trolls living inside it.\", \"That the Troll's Head cave is actually the mouth of a giant troll.\", \"That they are only dreaming that they are in a cave.\", \"That they are actually in a Troll's Head swamp.\"]","[\"That the Troll's Head cave is actually the mouth of a giant troll.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 18:54:48",107
5986,873,8,1,"Why is the ground in the cave so wet, \"like a swamp\"?","[\"Because it is a swamp.\", \"Because the cave is flooded.\", \"Because somebody spilled something.\", \"Because it is actually a troll's tongue.\"]","[\"Because it is actually a troll's tongue.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 18:58:29",101
5987,873,3,1,"True or False: Sim thinks the cave smells bad.","[\"True\", \"False\"]","[\"True\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:00:12",103
5988,873,6,1,"Which detail(s) from the text show that this story is likely a work of fantasy?","[\"The characters are exploring.\", \"It takes place inside of a cave.\", \"There is a giant troll.\", \"Something lets out a deep, angry growl.\"]","[\"There is a giant troll.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:03:43",101
5989,873,8,1,"Where is the deep, angry growl likely coming from?","[\"Something deep inside the cave\", \"The troll\", \"Lupa\", \"Sim\"]","[\"The troll\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:06:02",107
5990,874,21,1,"Why do the words \"clunky\" and \"critter\" in the title sound good together?","[\"They have the same starting sound.\", \"They have the same ending sound.\", \"They rhyme.\", \"They have the same vowel sound.\"]","[\"They have the same starting sound.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:08:41",104
5991,874,20,4,"Which details about the creature suggest that it is not a regular animal? Select all that apply.","[\"It has blue fur.\", \"It is small and furry.\", \"It spun so fast it made burn marks on the floor.\", \"It is small but weighs 300 pounds.\"]","[\"It has blue fur.\", \"It spun so fast it made burn marks on the floor.\", \"It is small but weighs 300 pounds.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:10:50",107
5992,874,54,1,"Which option could replace the word \"clunky\" as it is used here?","[\"Cranky\", \"Big\", \"Fast\", \"Heavy\"]","[\"Heavy\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:14:57",100
5993,874,46,1,"Why did the author use three sentences in a row that start with the words, \"it spun\"?","[\"To show that the creature would stop spinning, then start again.\", \"To show the different directions the creature was spinning in.\", \"To show that the creature kept spinning around and around.\", \"Because they could not think of anything else.\"]","[\"To show that the creature kept spinning around and around.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:17:31",104
5994,874,8,1,"How do you think Jaz was feeling after she tried to grab the creature?","[\"Shocked\", \"Relaxed\", \"Hopeful\", \"Jealous\"]","[\"Shocked\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:19:47",103
5995,877,5,1,"What is the difference between Sean and Monique's opinions?","[\"Monique wants to see the past, and Sean wants to see the future.\", \"Sean wants to see the past, and Monique wants to see the future.\", \"Sean doesn't want to use the machine and Monique does.\", \"Monique doesn't want to use the machine and Sean does.\"]","[\"Sean wants to see the past, and Monique wants to see the future.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:23:25",106
5996,877,5,4,"How does Monique feel about her future? Select all that apply.","[\"Hopeful\", \"Unsure\", \"Confident\", \"Excited\", \"Worried\"]","[\"Hopeful\", \"Confident\", \"Excited\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:26:15",103
5997,877,8,1,"Based on the text, what did Sean's father tell him?","[\"That he wanted to see the future.\", \"That he got detention a lot when he was in school.\", \"That they didn't have detention when he was in school.\", \"That he had never gotten detention when he was in school.\"]","[\"That he had never gotten detention when he was in school.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:31:13",107
5998,877,3,1,"Who built the time machine?","[\"Sean\", \"Monique\", \"Neither\", \"Both\"]","[\"Both\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:32:42",102
5999,877,16,1,"Sean uses the term \"wanna\" which is a casual way of saying ________.","[\"Want a\", \"One na\", \"Want to\", \"Win a\"]","[\"Want to\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:37:54",106
6000,878,8,1,"What is the most likely answer for what the object in the sky is?","[\"A bird\", \"An airplane\", \"A UFO (alien spaceship)\", \"A balloon\"]","[\"A UFO (alien spaceship)\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:51:57",107
6001,878,26,1,"Who is the main character in this story?","[\"Corey\", \"The dark shape\", \"The narrator\", \"None of the above\"]","[\"Corey\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:53:20",102
6002,878,2,1,"Where is Corey?","[\"In the spaceship\", \"Outside, in the air\", \"Outside, on the ground\", \"In his house\"]","[\"Outside, on the ground\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:55:06",107
6003,878,20,1,"What color was the beam of light?","[\"Blue\", \"Green\", \"Purple\", \"Orange\"]","[\"Green\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:56:18",85
6004,878,54,1,"Which word could best replace the word \"shot\" in this sentence: \"A dark shape shot through the sky.\"?","[\"Fell\", \"Flew\", \"Flapped\", \"Walked\"]","[\"Flew\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 19:57:55",100
6005,879,6,1,"What is the most likely genre of this story?","[\"Romance\", \"Realistic Fiction\", \"Historical Fiction\", \"Science Fiction\"]","[\"Science Fiction\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:00:15",107
6006,879,20,4,"Which details make Danny think the ships are UFOs? Select all that apply.","[\"The ships fly through the air.\", \"He saw them up close.\", \"They only fly at night.\", \"Sometimes they speak to him.\"]","[\"The ships fly through the air.\", \"They only fly at night.\", \"Sometimes they speak to him.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:02:54",101
6007,879,2,1,"Where does Danny most likely watch the ships from?","[\"A park\", \"Space\", \"His bedroom\", \"School\"]","[\"His bedroom\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:04:32",107
6008,879,20,1,"How many ships were there?","[\"1\", \"2\", \"3\", \"4\"]","[\"3\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:05:28",85
6009,879,5,1,"True or False: Danny is confident that the ships are UFOs.","[\"True\", \"False\"]","[\"True\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:06:53",103
6010,880,50,1,"Where does this story take place?","[\"Earth\", \"Paulie's house\", \"Underwater\", \"Space\"]","[\"Space\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:08:55",107
6011,880,26,1,"Who is the main character of this story?","[\"Paulie\", \"Paulie's father\", \"Earth\", \"All of the above\"]","[\"Paulie\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:10:01",102
6012,880,21,1,"Why do the words \"wide\" and \"window\" in the first sentence sound good together?","[\"Because they rhyme.\", \"Because they have the same starting sound.\", \"Because they have the same ending sound.\", \"Because they have the same vowel sound.\"]","[\"Because they have the same starting sound.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:13:05",104
6013,880,20,1,"Which color word is used to describe Earth?","[\"Brown\", \"Green\", \"Blue\", \"Black\"]","[\"Blue\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:15:15",101
6014,880,3,1,"Where are Paulie and her dad from?","[\"Earth\", \"Mars\", \"Jupiter\", \"Outer space\"]","[\"Earth\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:16:17",102
6015,886,3,1,"Who is going into the woods? ","[\"The fairies\", \"The children\", \"The fairies and the children\", \"Nobody\"]","[\"The fairies and the children\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:20:01",102
6016,886,20,4,"Based on the text, which words best describe the path as they went deeper into the woods? Select all that apply.","[\"Bright\", \"Dark\", \"Winding\", \"Narrow\"]","[\"Dark\", \"Narrow\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:23:20",101
6017,886,15,1,"Based on the description, which word best fits the path?","[\"Relaxing\", \"Spooky\", \"Beautiful\", \"Exciting\"]","[\"Spooky\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:25:49",102
6018,886,6,1,"Which detail suggests that this story is likely a fairy tale or fantasy?","[\"There are fairies in it\", \"There are children in it\", \"The woods are in it\", \"There is a path through the woods in it\"]","[\"There are fairies in it\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:27:58",107
6019,886,1,1,"Where are the fairies leading the children?","[\"To the fairy kingdom\", \"To a trap\", \"To the witch's house\", \"There is not enough information in the text\"]","[\"There is not enough information in the text\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:29:58",101
6020,890,3,1,"What color are the tips of the magic bird's wings?","[\"Silver\", \"Gold\", \"Blue\", \"White\"]","[\"Silver\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:35:36",102
6021,890,6,1,"True or False: This text is nonfiction.","[\"True\", \"False\"]","[\"False\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:36:53",101
6022,890,3,1,"Why did the bird's wings turn silver?","[\"Because they touched the sky.\", \"Because they touched the sun.\", \"Because they touched the mountain tops.\", \"Because they touched the moon.\"]","[\"Because they touched the moon.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:38:46",102
6023,890,25,1,"What do the words \"flew\" and \"moon\" have in common?","[\"They rhyme.\", \"They have the same starting sound.\", \"They have the same ending sound.\", \"They have the same vowel sound.\"]","[\"They have the same vowel sound.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:42:19",104
6024,890,26,1,"Who is the main character of this story?","[\"The magic bird\", \"The moon\", \"The wing tips\", \"The narrator\"]","[\"The magic bird\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:44:13",102
6025,891,3,1,"True or False: Alma is a giant.","[\"True\", \"False\"]","[\"False\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:45:56",102
6026,891,20,3,"Match the color to the part of the giant it describes:
1. Eyes
2. Hair
3. Teeth","[\"White\", \"Brown\", \"Red\"]","[\"Brown\", \"Red\", \"White\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:48:08",85
6027,891,8,1,"How do you think Alma was feeling?","[\"Bored\", \"Confident\", \"Scared\", \"Sad\"]","[\"Scared\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:49:22",103
6028,891,13,1,"A \"boulder\" the word for a very large _______.","[\"Person\", \"Rock\", \"Tooth\", \"Car\"]","[\"Rock\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:51:49",100
6029,891,54,1,"Which word could best replace \"wild\" in the sentence: \"The giant had wild red hair.\"?","[\"Evil\", \"Strong\", \"Messy\", \"Tidy\"]","[\"Messy\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:55:29",100
6030,893,12,4,"Which of the words from the text are nonsense words? Select all that apply.","[\"Blumps\", \"Glumped\", \"Gorffs\", \"Goffed\", \"Peepers\", \"Sneeping\"]","[\"Blumps\", \"Glumped\", \"Gorffs\", \"Goffed\", \"Peepers\", \"Sneeping\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:58:06",4
6031,893,26,1,"Who is the main character of this story?","[\"The blumps\", \"The gorffs\", \"The peepers\", \"Shyla\"]","[\"Shyla\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 20:59:26",102
6032,893,20,1,"When did Shyla really get scared?","[\"When the blumps glumped.\", \"When the gorffs goffed.\", \"When the peepers started sneeping.\", \"Shyla never got scared.\"]","[\"When the peepers started sneeping.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 21:00:57",101
6033,893,25,1,"What do the words \"peepers\" and \"sneeping\" have in common?","[\"They rhyme.\", \"They have the same starting sound.\", \"They have the same ending sound.\", \"They have the same vowel sound.\"]","[\"They have the same vowel sound.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 21:03:41",104
6034,893,48,1,"What do the words \"blumps\" and \"glumped\" have in common?","[\"They both describe Shyla.\", \"They both have the word \\\"lump\\\" in the middle.\", \"They have the same starting sound.\", \"They have the same ending sound.\"]","[\"They both have the word \\\"lump\\\" in the middle.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-24 21:08:24",104
6035,895,48,4,"Select all the rhyming words from the text.","[\"Nat\", \"Bat\", \"Ran\", \"Cat\", \"Big\", \"Fat\"]","[\"Nat\", \"Bat\", \"Cat\", \"Fat\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 13:37:10",104
6036,895,25,1,"What do the words \"ran\" and \"bat\" have in common?","[\"They rhyme.\", \"They have the same starting sound.\", \"They have the same ending sound.\", \"They have the same vowel sound.\"]","[\"They have the same vowel sound.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 13:40:09",104
6037,895,48,4,"How do the rhyming words affect the text? Select all that apply.","[\"They give the text a rhythm or beat.\", \"They make the reader take long pauses through the text.\", \"They make the text sound playful and fun.\", \"They make the text sound formal and official.\"]","[\"They give the text a rhythm or beat.\", \"They make the text sound playful and fun.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 13:45:09",104
6038,895,12,1,"The word \"creaked\" is used in the text to replace the word \"walked.\" Which sense does the word \"creaked\" give extra information about?","[\"Sight\", \"Sound\", \"Smell\", \"Touch\"]","[\"Sound\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 13:51:29",86
6039,895,68,1,"Which action marks the beginning of the story?","[\"She flicked on her flashlight.\", \"Nat looked at the bat.\", \"Nat climbed into the attic.\", \"Nat hissed like a cat and ran from the bat.\"]","[\"Nat climbed into the attic.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 13:57:01",105
6040,904,69,1,"Who is telling this story?","[\"Sai\", \"Ms. Pratt\", \"The narrator\", \"None of the above\"]","[\"The narrator\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 13:58:56",106
6041,904,54,4,"Which word(s) mean the same thing as \"bluffed\" as it is used in this sentence: \"He bluffed pushing it up his nose.\"?","[\"Tried\", \"Faked\", \"Coughed\", \"Pretended\"]","[\"Faked\", \"Pretended\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:02:59",100
6042,904,3,1,"Where was the marker stuck?","[\"In Sai's mouth\", \"In Ms. Pratt's nose\", \"In Sai's nose\", \"In the desk\"]","[\"In Sai's nose\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:06:45",102
6043,904,50,1,"What is the most likely setting (place) for this story?","[\"In a classroom\", \"In the jungle\", \"On a boat\", \"Underground\"]","[\"In a classroom\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:10:12",107
6044,904,3,1,"Why did Sai stop joking around?","[\"Because Ms. Pratt saw him\", \"Because the marker actually got stuck in his nose\", \"Because the narrator didn't think it was funny\", \"Because he was afraid of getting in trouble\"]","[\"Because the marker actually got stuck in his nose\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:12:46",102
6045,907,48,4,"Select the rhyming words from the text.","[\"Feet\", \"Music\", \"Mean\", \"Beat\"]","[\"Feet\", \"Beat\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:15:02",104
6046,907,3,1,"What does Roy love to do?","[\"Play music\", \"Dance\", \"Run\", \"Play games\"]","[\"Dance\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:32:58",102
6047,907,5,1,"What does the narrator mean by the phrase \"He didn't always mean to\"?","[\"Sometimes Roy forgot how to dance.\", \"Sometimes Roy hated dancing.\", \"Sometimes Roy was mean to people.\", \"Sometimes Roy didn't realize he was dancing.\"]","[\"Sometimes Roy didn't realize he was dancing.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:36:14",103
6048,907,16,1,"The word \"Gotta\" in the title stands in for the words ______________.","[\"Got to\", \"Got a\", \"Got ta\", \"Go to\"]","[\"Got to\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:38:22",101
6049,907,12,1,"Use a word below to replace the missing part of the sentence: \"When he heard the beat, he had to ___________!\"","[\"Stand\", \"Run\", \"Dance\", \"Leave\"]","[\"Dance\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:41:43",101
6050,908,26,4,"Who are the twins? Select all that apply.","[\"Mimi\", \"Pipi\", \"Fefe\", \"Nene\"]","[\"Mimi\", \"Nene\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:44:19",101
6051,908,3,1,"What were the twins trying to do?","[\"Roll down the hill\", \"Walk to the top of the hill\", \"Climb over the hill\", \"Dig through the hill\"]","[\"Walk to the top of the hill\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:46:50",102
6052,908,5,4,"Which words best describe Mimi and Nene? Select all that apply.","[\"Lazy\", \"Strong-willed\", \"Confident\", \"Chatty\"]","[\"Strong-willed\", \"Confident\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:49:39",103
6053,908,46,4,"What do the names \"Mimi\" and \"Nene\" have in common? Select all that apply.","[\"They have the same vowel sound.\", \"They have the same consonant sound.\", \"They have the same last letter.\", \"They have the same number of syllables (beats).\"]","[\"They have the same vowel sound.\", \"They have the same number of syllables (beats).\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:53:21",104
6054,908,3,1,"What is the twins' plan to reach the top of the hill?","[\"To walk slowly and steadily.\", \"To run as fast as they can.\", \"To get somebody to carry them.\", \"To crawl on their hands and knees.\"]","[\"To walk slowly and steadily.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:55:35",102
6055,909,69,1,"Who is telling this story?","[\"The grown-ups\", \"The president\", \"John F. Kennedy\", \"The narrator\"]","[\"The narrator\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:57:29",106
6056,909,8,1,"The fact that the narrator uses the term \"grown-ups\" means the narrator is most likely ________.","[\"An adult\", \"A child\", \"The president\", \"An animal\"]","[\"A child\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 14:59:48",107
6057,909,3,1,"Why are the grown-ups excited?","[\"Because they are talking a lot.\", \"Because the president is from their town.\", \"Because the president is coming to their town.\", \"Because they are all very busy.\"]","[\"Because the president is coming to their town.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:01:55",102
6058,909,8,4,"How does the narrator know that the grown-ups are very excited? Select all that apply.","[\"Because they told the narrator.\", \"Because they are all talking a lot.\", \"Because the narrator read about it.\", \"Because they are all very busy.\"]","[\"Because they are all talking a lot.\", \"Because they are all very busy.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:04:35",107
6059,909,8,1,"John F. Kennedy is the name of _________.","[\"The town\", \"The narrator\", \"One of the grown-ups\", \"The president\"]","[\"The president\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:06:01",107
6060,911,50,1,"When does this story most likely take place?","[\"In the past\", \"In the present\", \"In the future\"]","[\"In the past\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:08:59",107
6061,911,8,1,"What are the objects that Lise most likely saw in her dream?","[\"Cell phones\", \"Napkins\", \"Laptops\", \"Spaceships\"]","[\"Cell phones\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:13:05",107
6062,911,20,4,"Which details from the text describe the objects that Lise saw in her dream? Select all that apply.","[\"People used them to play games.\", \"They were small rectangles.\", \"People used them to speak to people from far away.\", \"People kept them in their pockets.\"]","[\"They were small rectangles.\", \"People used them to speak to people from far away.\", \"People kept them in their pockets.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:20:27",102
6063,911,8,1,"True or False: Lise's mother thinks the dream may come true.","[\"True\", \"False\"]","[\"False\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:21:33",103
6064,911,39,1,"Why is the word \"silly\" written in italics (slanted letters) in the last sentence?","[\"To show that Lise's mother was only thinking that word in her mind.\", \"To show that Lise's mother really stressed that word when she said it.\", \"To show that Lise's mother did an action when she said that word.\", \"To show that this is an important word for readers to remember for later.\"]","[\"To show that Lise's mother really stressed that word when she said it.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:25:36",105
6065,912,3,4,"Who stepped into the phone booth? Select all that apply.","[\"Jack\", \"Jack's father\", \"A fish\", \"A phonebooth\"]","[\"Jack\", \"Jack's father\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:29:12",102
6066,912,49,3,"Put the events from the story into the correct order.","[\"Jack heard the coins fall through the machine.\", \"Jack's father put coins into the slot.\", \"Jack's father dialed the number.\", \"Jack pressed his face against the glass.\", \"Jack and his father walked into the phone booth.\"]","[\"Jack and his father walked into the phone booth.\", \"Jack's father put coins into the slot.\", \"Jack heard the coins fall through the machine.\", \"Jack's father dialed the number.\", \"Jack pressed his face against the glass.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:33:24",102
6067,912,8,1,"What was Jack's father trying to do?","[\"Get on a ride\", \"Buy a snack\", \"Make a phone call\", \"Pay for the bus\"]","[\"Make a phone call\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:35:05",107
6068,912,51,1,"What does Jack compare himself to in this story?","[\"His father\", \"The phone booth\", \"A fish tank\", \"A fish\"]","[\"A fish\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:37:36",4
6069,912,2,1,"Which sound would Jack most likely have heard when the coins fell?","[\"Hissssssss\", \"Plop\", \"BANG\", \"Clink\"]","[\"Clink\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:41:25",86
6070,913,26,1,"Who is the main character of this story?","[\"The wagon\", \"West\", \"Jeb\", \"None of the above\"]","[\"Jeb\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:47:53",102
6071,913,3,1,"Where were all the wagons and people going?","[\"Home\", \"On vacation\", \"East\", \"West\"]","[\"West\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:49:43",102
6072,913,50,1,"People don't usually travel in wagons anymore. That means this story is likely set in the ________.","[\"Past\", \"Present\", \"Future\"]","[\"Past\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:51:35",107
6073,913,8,1,"True or False: Jeb would be allowed to ride in the wagon later.","[\"True\", \"False\"]","[\"True\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:52:53",107
6074,913,8,1,"Why was Jeb tired?","[\"He had been playing sports.\", \"He had been walking for a long time.\", \"He had stayed up very late the night before.\", \"He had been riding in the wagon for a long time.\"]","[\"He had been walking for a long time.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:54:44",107
6075,915,8,1,"What is Merl doing?","[\"Writing in a journal\", \"Tap dancing\", \"Writing on a typewriter\", \"Ballet dancing\"]","[\"Writing on a typewriter\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:57:58",102
6076,915,8,1,"What is Jim doing?","[\"Writing in a journal\", \"Tap dancing\", \"Writing on a typewriter\", \"Ballet dancing\"]","[\"Tap dancing\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 15:59:11",102
6077,915,46,1,"What do the words \"clicked\" and \"clacked\" have in common?","[\"They rhyme.\", \"They are exactly the same, but with a different vowel sound.\", \"They are exactly the same, but with a different ending.\", \"They have the same vowel sound.\"]","[\"They are exactly the same, but with a different vowel sound.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:02:46",104
6078,915,25,4,"What do the words \"words\" and \"turns\" have in common? Select all that apply.","[\"They are both plural.\", \"They rhyme.\", \"They have the same starting sound.\", \"They have the same vowel sound.\"]","[\"They are both plural.\", \"They have the same vowel sound.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:04:32",104
6079,915,21,1,"Why do the words \"typist\" and \"tapper\" from the title sound good together?","[\"They are both plural.\", \"They rhyme.\", \"They have the same starting sound.\", \"They have the same vowel sound.\"]","[\"They have the same starting sound.\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:06:03",104
6080,920,3,1,"Which culture of myth does the story of Iris come from?","[\"Egyptian\", \"Greek\", \"Roman\", \"Norse\"]","[\"Greek\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:07:30",102
6081,920,3,1,"What is Iris the goddess of?","[\"The Greek people\", \"Rainbows\", \"The wind\", \"Myth\"]","[\"Rainbows\"]",NULL,2,0,NULL,"2019-11-04 19:07:18","2019-10-25 16:09:02",102
