id,genreId,gradeId,text,passageId,skillId,questionTypeId,question,potentialAnswers,correctAnswers,Question Type
604,13,7,"Delilah slowly scanned the bleak, flat horizon, searching for a sign or signal. By now she knew enough to know that just because she couldn’t see it, didn’t mean it wasn’t there.
",604,3.0,1,What was Delilah doing?,"[""Looking for her lost puppy"", ""Looking for fruits and berries"", ""Looking for a sign or signal"", ""Looking for her home""]","[""Looking for a sign or signal""]",Literal
606,5,8,"A Flea, a Grasshopper, and a Leap-frog once wanted to see which could jump highest; and they invited the whole world, and everybody else besides who chose to come to see the festival. Three famous jumpers were they, as everyone would say, when they all met together in the room.

""I will give my daughter to him who jumps highest,” exclaimed the King; ""for it is not so amusing where there is no prize to jump for.”
",606,3.0,1,What is this story about?,"[""A king looking for a husband for the princess"", ""The friendship between a Flea, a Grasshopper, and a Leap-frog"", ""A contest to see who could jump the highest"", ""The whole world coming together""]","[""A contest to see who could jump the highest""]",Literal
606,5,8,"A Flea, a Grasshopper, and a Leap-frog once wanted to see which could jump highest; and they invited the whole world, and everybody else besides who chose to come to see the festival. Three famous jumpers were they, as everyone would say, when they all met together in the room.

""I will give my daughter to him who jumps highest,” exclaimed the King; ""for it is not so amusing where there is no prize to jump for.”
",606,3.0,1,What is this story about?,"[""A king looking for a husband for the princess"", ""The friendship between a Flea, a Grasshopper, and a Leap-frog"", ""A contest to see who could jump the highest"", ""The whole world coming together""]","[""A contest to see who could jump the highest""]",Literal
626,3,8,"Standardized testing has a very long history in China. It began as early as the Han Dynasty! By 165 BCE, passing an imperial exam was required for certain positions. These written tests were used to select hard-working government officials. The exams did not focus on knowledge related to a given position. Instead, most testing surrounded the teachings of Confucius (a philosopher of great importance to Chinese culture). Critics claim that the exams fostered conformity, rather than creativity. Supporters say they promoted strong cultural unity and the virtue of education. Either way, the exams were incredibly rigorous.

Testing took place over the course of three days. During these three days, examinees wrote the test in small cells. They also ate all their meals and slept in those cells. They were not allowed to communicate with their peers. Because pressure to pass was so high, some participants resorted to cheating. Some tried to bribe the examiners. Others wrote out cheat sheets on their underwear!

The Chinese abolished imperial exams in 1905. However, the idea of standardized exams is still popular today.
",626,3.0,1,Which of the following statements best summarizes the passages?,"[""Standardized testing dates back to the time of Confucius, but is still around today."", ""Standardized testing should be abolished today."", ""Standardized testing is pointless since it has led to cheating."", ""Standardized testing encourages creativity.""]","[""Standardized testing dates back to the time of Confucius, but is still around today.""]",Inferential
628,3,7,"The Olmecs were an ancient people that thrived between 1500 BCE and 400 BCE. They lived in the tropical region of modern-day Mexico. The Olmec people had a very rich society and culture: They had widespread systems of trade; They farmed maize, beans, and squash; They built basic aqueducts and pyramids; They were master sculptors; They had a complex religion with many rituals and gods. Their culture had a huge influence on later societies. And influence was all that was left– because the Olmecs disappeared.
	Around 400 BCE, the major Olmec cities were abandoned, and no one knows why. Many scholars agree that the environment was likely a major cause. Some believe that Olmec farming techniques left too much silt in their rivers. Others think that changes in climate or tectonic shifting affected their crops. Some experts say that an erupting volcano was the culprit! For now, the end of this great society remains a mystery.
",628,3.0,1,Which of the following statements best summarizes the passage?,"[""There are many possible reasons why the Olmecs disappeared."", ""Climate and tectonic shifting has harmful effects on a society."", ""Historians are getting close to solving the mystery of why the Olmecs disappeared."", ""The Olmecs were skilled farmers.""]","[""There are many possible reasons why the Olmecs disappeared.""]",Literal
648,5,7,"Still, as it grew, it complained: ""Oh! how I wish I were as tall as the other trees; then I would spread out my branches on every side, and my crown would overlook the wide world around. I should have the birds building their nests on my boughs, and when the wind blew, I should bow with stately dignity, like my tall companions.""

So discontented was the tree, that it took no pleasure in the warm sunshine, the birds, or the rosy clouds that floated over it morning and evening.
",648,3.0,1,"True or False: By being so concerned with the future, the tree was not enjoying the present.","[""True"", ""False""]","[""True""]",Inferential
651,5,7,"But Ole-Luk-Oie does not wish to hurt them. He is very fond of children and only wants them to be quiet that he may tell them pretty stories, and he knows they never are quiet until they are in bed and asleep. Ole-Luk-Oie seats himself upon the bed as soon as they are asleep. He is nicely dressed; his coat is made of silken stuff, it is impossible to say of what color, for it changes from green to red and from red to blue as he turns from side to side. Under each arm he carries an umbrella. One of them, with pictures on the inside, he spreads over good children, and then they dream the most charming stories. But the other umbrella has no pictures, and this he holds over the naughty children, so that they sleep heavily and wake in the morning without having dreamed at all.
",651,3.0,1,Which summary best describes this passage?,"[""This passage is about Ole-Luk-Oie's life."", ""This passage is about Ole-Luk-Oie bringing dreams to children."", ""This passage is about why children dream."", ""This passage is about why Ole-Luk-Oie is fond of children.""]","[""This passage is about Ole-Luk-Oie bringing dreams to children.""]",Literal
651,5,7,"But Ole-Luk-Oie does not wish to hurt them. He is very fond of children and only wants them to be quiet that he may tell them pretty stories, and he knows they never are quiet until they are in bed and asleep. Ole-Luk-Oie seats himself upon the bed as soon as they are asleep. He is nicely dressed; his coat is made of silken stuff, it is impossible to say of what color, for it changes from green to red and from red to blue as he turns from side to side. Under each arm he carries an umbrella. One of them, with pictures on the inside, he spreads over good children, and then they dream the most charming stories. But the other umbrella has no pictures, and this he holds over the naughty children, so that they sleep heavily and wake in the morning without having dreamed at all.
",651,3.0,1,Why does Ole-Luk-Oie want children to be quiet?,"[""So that he can sing to them."", ""So that he can tell them stories."", ""So that they can hear him call from far away."", ""Because the noise makes him forget the dreams.""]","[""So that he can tell them stories.""]",Literal
651,5,7,"But Ole-Luk-Oie does not wish to hurt them. He is very fond of children and only wants them to be quiet that he may tell them pretty stories, and he knows they never are quiet until they are in bed and asleep. Ole-Luk-Oie seats himself upon the bed as soon as they are asleep. He is nicely dressed; his coat is made of silken stuff, it is impossible to say of what color, for it changes from green to red and from red to blue as he turns from side to side. Under each arm he carries an umbrella. One of them, with pictures on the inside, he spreads over good children, and then they dream the most charming stories. But the other umbrella has no pictures, and this he holds over the naughty children, so that they sleep heavily and wake in the morning without having dreamed at all.
",651,3.0,1,How does Ole-Luk-Oie feel about children?,"[""Positively"", ""Negatively"", ""Neutrally""]","[""Positively""]",Literal
744,4,6,"""What a curious feeling!"" said Alice. ""I must be shutting up like a telescope!""

And so it was indeed! She was now only ten inches high, and her face brightened up at the thought that she was now the right size for going through the little door into that lovely garden.

After awhile, finding that nothing more happened, she decided on going into the garden at once; but, alas for poor Alice! When she got to the door, she found she had forgotten the little golden key, and when she went back to the table for it, she found she could not possibly reach it: she could see it quite plainly through the glass and she tried her best to climb up one of the legs of the table, but it was too slippery, and when she had tired herself out with trying, the poor little thing sat down and cried.
",744,3.0,1,What is behind the little door?,"[""Kitchen"", ""Garden"", ""Bedroom"", ""School""]","[""Garden""]",Literal
745,4,5,"“Where is that Magic Belt?"" enquired the Wizard, who had listened with great interest.

 

""Ozma has it; for its powers won't work in a common, ordinary country like the United States. Anyone in a fairy country like the Land of Oz can do anything with it; so I left it with my friend the Princess Ozma, who used it to wish me in Australia with Uncle Henry.""

 

""And were you?"" asked Zeb, astonished at what he heard.

 

""Of course; in just a jiffy. And Ozma has an enchanted picture hanging in her room that shows her the exact scene where any of her friends may be, at any time she chooses. All she has to do is to say: 'I wonder what So-and-so is doing,' and at once the picture shows where her friend is and what the friend is doing. That's real magic, Mr. Wizard; isn't it?”
",745,3.0,1,What does Princess Ozma's enchanted picture do?,"[""It shows her what her friends are doing."", ""It sends her friends to other countries."", ""It grants wishes for Uncle Henry."", ""It communicates with the Wizard.""]","[""It shows her what her friends are doing.""]",Literal
745,4,5,"“Where is that Magic Belt?"" enquired the Wizard, who had listened with great interest.

 

""Ozma has it; for its powers won't work in a common, ordinary country like the United States. Anyone in a fairy country like the Land of Oz can do anything with it; so I left it with my friend the Princess Ozma, who used it to wish me in Australia with Uncle Henry.""

 

""And were you?"" asked Zeb, astonished at what he heard.

 

""Of course; in just a jiffy. And Ozma has an enchanted picture hanging in her room that shows her the exact scene where any of her friends may be, at any time she chooses. All she has to do is to say: 'I wonder what So-and-so is doing,' and at once the picture shows where her friend is and what the friend is doing. That's real magic, Mr. Wizard; isn't it?”
",745,3.0,1,What is the topic of the conversation in this scene?,"[""Magical objects"", ""Princess Ozma's friends"", ""Fairy countries vs. ordinary countries"", ""Zeb's astonishment""]","[""Magical objects""]",Literal
746,4,4,"""Have you guessed the riddle yet?"" the Hatter said, turning to Alice again.

""No, I give it up,"" Alice replied. ""What's the answer?""

""I haven't the slightest idea,"" said the Hatter.

""Nor I,"" said the March Hare.

Alice gave a weary sigh. ""I think you might do something better with the time,"" she said, ""than wasting it in asking riddles that have no answers.""

""Take some more tea,"" the March Hare said to Alice, very earnestly.

""I've had nothing yet,"" Alice replied in an offended tone, ""so I can't take more.""

""You mean you can't take <i>less</i>,"" said the Hatter; ""it's very easy to take <i>more</i> than nothing.""
",746,3.0,1,Who knows the riddle’s corect answer in the reading?,"[""Alice"", ""The March Hare"", ""The Hatter"", ""No one""]","[""No one""]",Literal
746,4,4,"""Have you guessed the riddle yet?"" the Hatter said, turning to Alice again.

""No, I give it up,"" Alice replied. ""What's the answer?""

""I haven't the slightest idea,"" said the Hatter.

""Nor I,"" said the March Hare.

Alice gave a weary sigh. ""I think you might do something better with the time,"" she said, ""than wasting it in asking riddles that have no answers.""

""Take some more tea,"" the March Hare said to Alice, very earnestly.

""I've had nothing yet,"" Alice replied in an offended tone, ""so I can't take more.""

""You mean you can't take <i>less</i>,"" said the Hatter; ""it's very easy to take <i>more</i> than nothing.""
",746,3.0,1,What does Alice give up on in the passage?,"[""Talking to the March Hare"", ""Solving the riddle"", ""Drinking tea"", ""Making friends with the Hatter""]","[""Solving the riddle""]",Literal
747,4,5,"Just then the buggy tipped slowly over upon its side, the body of the horse tipping also. But they continued to fall, all together, and the boy and girl had no difficulty in remaining upon the seat, just as they were before. Then they turned bottom side up, and continued to roll slowly over until they were right side up again. During this time Jim struggled frantically, all his legs kicking the air; but on finding himself in his former position the horse said, in a relieved tone of voice:

""Well, that's better!""

Dorothy and Zeb looked at one another in wonder.

""Can your horse talk?"" she asked.

""Never knew him to, before,"" replied the boy.

""Those were the first words I ever said,"" called out the horse, who had overheard them, ""and I can't explain why I happened to speak then. This is a nice scrape you've got me into, isn't it?""

""As for that, we are in the same scrape ourselves,"" answered Dorothy, cheerfully. ""But never mind; something will happen pretty soon.""

""Of course,"" growled the horse; ""and then we shall be sorry it happened.
",747,3.0,1,True or False: The boy had heard the horse speak before.,"[""True"", ""False""]","[""False""]",Literal
748,4,5,"The Sorcerer, hearing the laugh, looked toward the little girl with cold, cruel eyes, and his glance made her grow sober in an instant.

 

""Why have you dared to intrude your unwelcome persons into the secluded Land of the Mangaboos?"" he asked, sternly.

 

""'Cause we couldn't help it,"" said Dorothy.

 

""Why did you wickedly and viciously send the Rain of Stones to crack and break our houses?"" he continued.

 

""We didn't,"" declared the girl.

 

""Prove it!"" cried the Sorcerer.

 

""We don't have to prove it,"" answered Dorothy, indignantly. ""If you had any sense at all you'd known it was the earthquake.
",748,3.0,1,Where does the Sorcerer live?,"[""In the village"", ""No one knows"", ""The house of the Sorcerers"", ""The Land of the Mangaboos""]","[""The Land of the Mangaboos""]",Literal
748,4,5,"The Sorcerer, hearing the laugh, looked toward the little girl with cold, cruel eyes, and his glance made her grow sober in an instant.

 

""Why have you dared to intrude your unwelcome persons into the secluded Land of the Mangaboos?"" he asked, sternly.

 

""'Cause we couldn't help it,"" said Dorothy.

 

""Why did you wickedly and viciously send the Rain of Stones to crack and break our houses?"" he continued.

 

""We didn't,"" declared the girl.

 

""Prove it!"" cried the Sorcerer.

 

""We don't have to prove it,"" answered Dorothy, indignantly. ""If you had any sense at all you'd known it was the earthquake.
",748,3.0,1,What did the Sorcerer want Dorothy to prove?,"[""That she can fix his house"", ""Where she came from"", ""That she didn’t break the houses"", ""Where the rain of stones came from""]","[""That she didn’t break the houses""]",Literal
748,4,5,"The Sorcerer, hearing the laugh, looked toward the little girl with cold, cruel eyes, and his glance made her grow sober in an instant.

 

""Why have you dared to intrude your unwelcome persons into the secluded Land of the Mangaboos?"" he asked, sternly.

 

""'Cause we couldn't help it,"" said Dorothy.

 

""Why did you wickedly and viciously send the Rain of Stones to crack and break our houses?"" he continued.

 

""We didn't,"" declared the girl.

 

""Prove it!"" cried the Sorcerer.

 

""We don't have to prove it,"" answered Dorothy, indignantly. ""If you had any sense at all you'd known it was the earthquake.
",748,3.0,1,What caused the rain of stones that broke the Socerer’s house?,"[""An earthquake"", ""Magic"", ""Dorothy"", ""Hurricane""]","[""An earthquake""]",Literal
748,4,5,"The Sorcerer, hearing the laugh, looked toward the little girl with cold, cruel eyes, and his glance made her grow sober in an instant.

 

""Why have you dared to intrude your unwelcome persons into the secluded Land of the Mangaboos?"" he asked, sternly.

 

""'Cause we couldn't help it,"" said Dorothy.

 

""Why did you wickedly and viciously send the Rain of Stones to crack and break our houses?"" he continued.

 

""We didn't,"" declared the girl.

 

""Prove it!"" cried the Sorcerer.

 

""We don't have to prove it,"" answered Dorothy, indignantly. ""If you had any sense at all you'd known it was the earthquake.
",748,3.0,1,True or False: Dorothy explained why she was in the Land of the Mangaboos.,"[""True"", ""False""]","[""False""]",Literal
749,4,6,"The King and Queen of Hearts were seated on their throne when they arrived, with a great crowd assembled about them—all sorts of little birds and beasts, as well as the whole pack of cards: the Knave was standing before them, in chains, with a soldier on each side to guard him; and near the King was the White Rabbit, with a trumpet in one hand and a scroll of parchment in the other. In the very middle of the court was a table, with a large dish of tarts upon it. ""I wish they'd get the trial done,"" Alice thought, ""and hand 'round the refreshments!""
",749,3.0,1,Why has everyone gathered in this passage?,"[""For the trial"", ""For the show"", ""For Alice"", ""For the Queen and King""]","[""For the trial""]",Literal
750,4,4,"""What is REAL?"" asked the Rabbit one day, when they were lying side by side near the nursery fender, before Nana came to tidy the room. ""Does it mean having things that buzz inside you and a stick-out handle?""

""Real isn't how you are made,"" said the Toy Horse. ""It's a thing that happens to you. When a child loves you for a long, long time, not just to play with, but REALLY loves you, then you become Real.""

""Does it hurt?"" asked the Rabbit.

""Sometimes,"" said the Toy Horse, for he was always truthful. ""When you are Real you don't mind being hurt.""

""Does it happen all at once, like being wound up,"" he asked, ""or bit by bit?""

""It doesn't happen all at once,"" said the Toy Horse. ""You become. It takes a long time. That's why it doesn't happen often to people who break easily, or have sharp edges, or who have to be carefully kept. Generally, by the time you are Real, most of your hair has been loved off, and your eyes drop out and you get loose in the joints and very shabby. But these things don't matter at all, because once you are Real you can't be ugly, except to people who don't understand.""
",750,3.0,1,What happens in this passage?,"[""The Toy Horse asks the Rabbit a question, and the Rabbit answers honestly."", ""The Toy Horse asks the Rabbit a question, and the Rabbit lies to protect the Toy Horse's feelings. "", ""The Rabbit asks the Toy Horse a question, and the Toy Horse answers honestly."", ""The Rabbit asks the Toy Horse a question, and the Toy Horse lies to protect the Rabbit's feelings. ""]","[""The Rabbit asks the Toy Horse a question, and the Toy Horse answers honestly.""]",Literal
751,4,5,"“What do you think you’re doing?” a muffled voice spits at the pixies from behind. 

Fidget and Wink struggle to their feet in the shimmering pile of crystals, but neither are brave enough to turn around and face the source of the voice. 

“Wink, please tell me your voice has gotten deeper,” Fidget squeaks. 

“I’m afraid to look,” whispers Wink, with his hands over his eyes. 

Fidget spins around slowly and sees a long claw-like toenail. Her face is almost level with the goblin’s knees, which are caked black with dirt. She is close enough to smell the cheesy stench coming from his feet. Taking a few steps back, Fidget looks up at the old goblin. Her knees are shaking. 

“I don’t care for pixies above the ground,” sneers Grimblerod, “but I will not stand for them snooping around in my home.” 
",751,3.0,1,Who decided to spin around and find out who spoke?,"[""Fridget"", ""Wink"", ""Gimbelrod"", ""The goblin""]","[""Fridget""]",Literal
752,4,2,"They stared at him, and the little Rabbit stared back. And all the time their noses twitched.

""Why don't you get up and play with us?"" one of them asked.

""I don't feel like it,"" said the Rabbit, for he didn't want to explain that he had no clockwork.

""Ho!"" said the furry rabbit. ""It's as easy as anything,"" And he gave a big hop sideways and stood on his hind legs.

""I don't believe you can!"" he said.

""I can!"" said the little Rabbit. ""I can jump higher than anything!"" He meant when the Boy threw him, but of course he didn't want to say so.

""Can you hop on your hind legs?"" asked the furry rabbit.

That was a dreadful question, for the Velveteen Rabbit had no hind legs at all! The back of him was made all in one piece, like a pincushion. He sat still in the bracken, and hoped that the other rabbits wouldn't notice. 
",752,3.0,1,Which option best describes this story?,"[""The other rabbits are embarrassed about being different than the Velveteen Rabbit."", ""The Velveteen Rabbit is happily playing with the other rabbits."", ""The other rabbits do not want to play with the Velveteen Rabbit."", ""The Velveteen Rabbit is embarrassed about being different from the other rabbits.""]","[""The Velveteen Rabbit is embarrassed about being different from the other rabbits.""]",Literal
753,4,5,"“What do you think you’re doing?” a muffled voice spits at the pixies from behind. 

“Wait, Larque, before you go... what will happen if Asgall gets into Coraira?” Lochlan asks.

“I suspect he will destroy Calla. And without a successor, without Calla, magic will cease to exist.”

“When you find Asgall, will you kill him?” asks Lochlan. 

“If only it were that easy,” Larque says.

Leaving the Caines with their heads full of questions, Larque states,“Regelo!” and walks into the scene of Coraira. Around Lochlan and Gwendolyn, the air ripples again. 

Coraira disappears. Rhyme appears as it did before. Except that the robin is no longer there. 
",753,3.0,1,True or False: Larque and Asgall both seek to erase magic from existence.,"[""True"", ""False""]","[""False""]",Inferential
754,4,3,"""You must have your old Bunny!"" she said. ""Fancy all that fuss for a toy!""

The Boy sat up in bed and stretched out his hands.

""Give me my Bunny!"" he said. ""You mustn't say that. He isn't a toy. He's REAL!""

When the little Rabbit heard that he was happy, for he knew that what the Toy Horse had said was true at last. The nursery magic had happened to him, and he was a toy no longer. He was Real. The Boy himself had said it.

That night he was almost too happy to sleep, and so much love stirred in his little sawdust heart that it almost burst. And into his boot-button eyes, that had long ago lost their polish, there came a look of wisdom and beauty, so that even Nana noticed it next morning when she picked him up, and said, ""I declare if that old Bunny hasn't got quite a knowing expression!""
",754,3.0,1,How does the Rabbit learn that the Boy believes he is real?,"[""The Boy tells the Rabbit himself. "", ""The Boy tells the other toys and the Rabbit overhears."", ""The Boy tells Nana and the Rabbit overhears."", ""The Boy tells the other rabbits and the Rabbit overhears.""]","[""The Boy tells Nana and the Rabbit overhears.""]",Literal
755,4,5,"But what interested Dorothy most was the big throne of green marble that stood in the middle of the room. It was shaped like a chair and sparkled with gems, as did everything else. In the center of the chair was an enormous Head, without a body to support it or any arms or legs whatever. There was no hair upon this head, but it had eyes and a nose and mouth, and was much bigger than the head of the biggest giant.

As Dorothy gazed upon this in wonder and fear, the eyes turned slowly and looked at her sharply and steadily. Then the mouth moved, and Dorothy heard a voice say:

""I am Oz, the Great and Terrible. Who are you, and why do you seek me?""

It was not such an awful voice as she had expected to come from the big Head; so she took courage and answered:

""I am Dorothy, the Small and Meek. I have come to you for help.""
",755,3.0,1,Why did Dorothy want to meet Oz?,"[""To learn about him"", ""To become friends"", ""To defeat him"", ""To get help""]","[""To get help""]",Literal
756,4,4,"She examines a softly snoring Wink. The rusty-haired pixie is snuggled beneath a dirty wool cloth on a mossy napping nook. There is a stack of dried rose petals under his head and his red cap sits beside him. His face is hidden beneath a layer of dust. Thick, white cobwebs coat every surface in the cubby hole, stretching down over the viewing window and across the sleeping pixie. Fidget notices the fresh rose petals she’d laid down for her own pillow before she fell asleep are now brown and crumbly. 

“That was some nap!” she declares as she stretches her arms and scratches her head. Dust coats her white braids and her fingers. “Wink!” she squeals. “I think it’s time to get up!” 
",756,3.0,1,Who are Wink and Fidget?,"[""Humans"", ""Rose petals"", ""Pixies"", ""Spiders""]","[""Pixies""]",Literal
757,4,5,"Asher turns to see hundreds of drops of golden light floating lazily, midair in the centre of the room. He and Elora approach the dreamy spectacle as the drops of light slowly drift together, creating a swirling column of bright light stretching from the floor to the towering black ceiling. The column grows thicker as it twists silently, around and around. Elora and Asher look at each other when the twisting stops. Where the light was, a shimmering spiral staircase remains. 

The soft squeak of their footsteps breaks the silence as the pair approaches the stairs. 

""Do we climb it?” Asher wonders aloud. 

<i>""Yes,” </i>goads the disembodied voice. Elora’s eyes widen. Asher lifts his foot to take a step. 

""Wait!” Elora cautions. ""What if the voice is leading us to some sort of trouble?” 

Asher laughs. ""You do realize, you will grow up to be the most cruel witch there ever was. What could you possibly be afraid of?” He takes the first step. 

Elora winces. ""Why must you keep reminding me of that?” 

""Hello?” he calls, louder this time. ""Who is there?”

Elora reluctantly follows him.
",757,3.0,1,True or False: Asher knows Elora's future.,"[""True"", ""False""]","[""True""]",Literal
758,4,5,"Ariana has never before encountered an animal that’s tried to harm her. <i>Something is happening, </i>she thinks, swatting yet another bat away as it nips her shoulder. <i>Is someone... or something after us?</i> She reaches for her brother’s hand. As soon as her hand clasps around Asher’s, the twins feel a jolt of electricity and see a flicker of blue light. They stare at their hands for a moment and then notice the sound has faded. The bats are gone. 
",758,3.0,1,How did Ariana and Asher get rid of the bats?,"[""They became brother and sister"", ""They held hands"", ""They swatted at them"", ""They turned on a lamp""]","[""They held hands""]",Literal
758,4,5,"Ariana has never before encountered an animal that’s tried to harm her. <i>Something is happening, </i>she thinks, swatting yet another bat away as it nips her shoulder. <i>Is someone... or something after us?</i> She reaches for her brother’s hand. As soon as her hand clasps around Asher’s, the twins feel a jolt of electricity and see a flicker of blue light. They stare at their hands for a moment and then notice the sound has faded. The bats are gone. 
",758,3.0,1,What is happening to Ariana?,"[""She is being attacked by bats"", ""She is being attacked by her brother"", ""Her brother is attacking bats"", ""Something is following her""]","[""She is being attacked by bats""]",Literal
762,4,5,"Every time Marigold asks her mother or father where the quilt came from, she’s given a different answer: “It’s what you were wrapped in when you were delivered by the stork!” or, “It took us years to steal enough pairs of human underwear to sew that for you!” or, “It grows a new patch by itself each year!” 

She doesn’t ask about the blanket anymore. But, she imagines it was sewn by someone who loves her. 
",762,3.0,1,Who is the main character in this story?,"[""The person who sewed the blanket"", ""The stork"", ""Marigold"", ""Marigold's parents""]","[""Marigold""]",Literal
762,4,5,"Every time Marigold asks her mother or father where the quilt came from, she’s given a different answer: “It’s what you were wrapped in when you were delivered by the stork!” or, “It took us years to steal enough pairs of human underwear to sew that for you!” or, “It grows a new patch by itself each year!” 

She doesn’t ask about the blanket anymore. But, she imagines it was sewn by someone who loves her. 
",762,3.0,1,How does Marigold finally solve the problem?,"[""She continues to watch the quilt grow."", ""She counts how many pairs of underwear were used to sew the quilt."", ""She stopped asking from where the quilt came."", ""She waits to ask the stork.""]","[""She stopped asking from where the quilt came.""]",Literal
763,4,5,"""John, how can you expect sick people to come and see you when you keep all these animals in the house? It’s a fine doctor that would have his parlor full of hedgehogs and mice! That’s the fourth personage these animals have driven away. Squire Jenkins and the Parson say they wouldn’t come near your house again-no matter how sick they are. We are getting poorer every day. If you go on like this, none of the best people will have you for a doctor.”

""But I like the animals better than the best people,” said the Doctor.

""You are ridiculous,” said his sister, and walked out of the room.
",763,3.0,1,Why was John's sister mad at him?,"[""John was spending all the money he was supposed to use for the animals."", ""John was being rude to all of his patients."", ""John's love of animals was losing them money."", ""She hates animals.""]","[""John's love of animals was losing them money.""]",Literal
763,4,5,"""John, how can you expect sick people to come and see you when you keep all these animals in the house? It’s a fine doctor that would have his parlor full of hedgehogs and mice! That’s the fourth personage these animals have driven away. Squire Jenkins and the Parson say they wouldn’t come near your house again-no matter how sick they are. We are getting poorer every day. If you go on like this, none of the best people will have you for a doctor.”

""But I like the animals better than the best people,” said the Doctor.

""You are ridiculous,” said his sister, and walked out of the room.
",763,3.0,1,True or False: John would rather tend to sick animals than sick people.,"[""True"", ""False""]","[""True""]",Literal
766,4,5,"He eats his breakfast in silence. He’s grown used to the quiet but it still bothers him. He doesn’t remember the last time he heard the sound of his own voice. 

After he finishes eating, he washes his cup and plate in soapy water. He then grabs his fishing gear and walks outside. He hears nothing but for the soft snores of the sleeping giants, which include his parents. It sounds like the low rumble of distant thunder. 

Every day, he looks off to the horizon, where he can see the enormous forms of his family. He’s stopped hoping for the day when they will wake, for, after more than a hundred years, hope is a hard thing to muster. 
",766,3.0,1,How long have the main character's parents been asleep?,"[""Ten minutes"", ""A year"", ""Fifty years"", ""A hundred years"", ""Impossible to know""]","[""A hundred years""]",Literal
768,12,3,"Once upon a time there were four little Rabbits, and their names were— Flopsy, Mopsy, Cotton-tail, and Peter. They lived with their Mother in a sand-bank, underneath the root of a very big fir-tree.

“Now my dears,” said old Mrs. Rabbit one morning, “you may go into the fields or down the lane, but don't go into Mr. McGregor's garden: your Father had an accident there; he was put in a pie by Mrs. McGregor. Now run along, and don't get into mischief. I am going out.”
",768,3.0,1,Where do the Rabbits live?,"[""In a big fir-tree"", ""Underground"", ""On a sand-bank on the beach"", ""In a field"", ""In a lane""]","[""Underground""]",Literal
770,13,6,"An hour went by, and a second hour. The pale light of the short sunless day was beginning to fade, when a faint far cry arose on the still air. It soared upward with a swift rush, till it reached its topmost note, where it persisted, palpitant and tense, and then slowly died away. It might have been a lost soul wailing, had it not been invested with a certain sad fierceness and hungry eagerness. The front man turned his head until his eyes met the eyes of the man behind. And then, across the narrow oblong box, each nodded to the other.

A second cry arose, piercing the silence with needle-like shrillness. Both men located the sound. It was to the rear, somewhere in the snow expanse they had just traversed. A third and answering cry arose, also to the rear and to the left of the second cry.

""They’re after us, Bill,” said the man at the front.
",770,3.0,1,True or False: Blinding sunlight slowed down the two men. ,"[""True"", ""False""]","[""False""]",Literal
771,12,4,"Mr. McGregor was quite sure that Peter was somewhere in the tool-shed, perhaps hidden underneath a flower-pot. He began to turn them over carefully, looking under each.

Presently Peter sneezed—”Kertyschoo!” Mr. McGregor was after him in no time. And tried to put his foot upon Peter, who jumped out of a window, upsetting three plants. The window was too small for Mr. McGregor, and he was tired of running after Peter. He went back to his work.

Peter sat down to rest. He was out of breath and trembling with fright, and he had not the least idea which way to go. Also he was very damp with sitting in that can. 
",771,3.0,1,"True or False: From the details in this passage, Mr.McGregor finally caught Peter.","[""True"", ""False""]","[""False""]",Literal
773,4,4,"This time the kite rose straight in the air and remained steady. The boy with the ball of twine unwound it until the kite and Raggedy Ann were way, way up and far away. How Raggedy Ann enjoyed being up there! She could see for miles and miles! And how tiny the children looked!

Suddenly a great puff of wind came and carried Raggedy Ann streaming way out behind the kite! She could hear the wind singing on the twine as the strain increased.

Suddenly Raggedy Ann felt something rip. It was the rag to which she was tied. As each puff of wind caught her the rip widened.
",773,3.0,1,What carried Raggedy Ann away?,"[""A bird"", ""A plane"", ""A gust of wind"", ""A cloud""]","[""A gust of wind""]",Literal
775,4,6,"It was some time before the Cowardly Lion awakened, for he had lain among the poppies a long while, breathing in their deadly fragrance; but when he did open his eyes and roll off the truck he was very glad to find himself still alive.

""I ran as fast as I could,"" he said, sitting down and yawning, ""but the flowers were too strong for me. How did you get me out?""

Then they told him of the field mice, and how they had generously saved him from death; and the Cowardly Lion laughed, and said:

""I have always thought myself very big and terrible; yet such little things as flowers came near to killing me, and such small animals as mice have saved my life. How strange it all is!"" 
",775,3.0,1,Why did the Cowardly Lion faint?,"[""He was dizzy from running."", ""He hadn't eaten for a long time."", ""He was trying to chase some mice."", ""He ran through a field of deadly poppies.""]","[""He ran through a field of deadly poppies.""]",Literal
